slug,name,website,ror,country,city,lat,lng,is_tennant
universite-du-quebec-a-trois-rivieres,Université du Québec à Trois-Rivières,http://www.uqtr.ca/,https://ror.org/02xrw9r68,Canada,Trois-Rivières,46.34515,-72.5477,false
australian-earth-system-simulator,Australian Earth-System Simulator,https://www.access-nri.org.au,https://ror.org/03qhv9c02,Australia,Canberra,-35.28346,149.12807,false
pelagic-freezer-trawler-association,Pelagic Freezer Trawler Association,https://www.pelagicfish.eu/,null,Netherlands,null,null,null,false
centraal-bureau-fondsenwerving,Centraal Bureau Fondsenwerving,https://www.cbf.nl/,null,Netherlands,null,null,null,false
clariah,CLARIAH,https://www.clariah.nl,null,Netherlands,null,null,null,false
centerdata,Centerdata,https://www.centerdata.nl/,null,Netherlands,null,null,null,false
surfnet,SURFnet,null,null,Netherlands,null,null,null,false
erfgoed-leiden-en-omstreken,Erfgoed Leiden en Omstreken,https://www.erfgoedleiden.nl/,null,Netherlands,null,null,null,false
gemeente-maastricht,Gemeente Maastricht,https://www.gemeentemaastricht.nl/,null,Netherlands,null,null,null,false
geodan,Geodan,http://www.geodan.com,null,Netherlands,null,null,null,false
niod-institute-for-war-holocaust-and-genocide-studies,"NIOD Institute for War, Holocaust and Genocide Studies",http://www.niod.nl/,https://ror.org/05he87q93,Netherlands,Amsterdam,52.368916,4.886349,false
differ,DIFFER,https://www.differ.nl/,https://ror.org/03w5dn804,Netherlands,Eindhoven,51.44083,5.47778,false
dutch-research-council,Dutch Research Council,http://www.nwo.nl/,https://ror.org/04jsz6e67,Netherlands,The Hague,52.07667,4.29861,false
philips,Philips,null,https://ror.org/02p2bgp27,Netherlands,Amsterdam,52.37403,4.88969,false
hartstichting,Hartstichting,https://www.hartstichting.nl,https://ror.org/05nxhgm70,Netherlands,The Hague,52.07667,4.29861,false
nikhef,NIKHEF,http://www.nikhef.nl/,https://ror.org/00f9tz983,Netherlands,Amsterdam,52.37403,4.88969,false
nationaal-archief-of-the-netherlands,Nationaal Archief of the Netherlands,http://www.nationaalarchief.nl/,https://ror.org/0546dmt59,Netherlands,The Hague,52.081475,4.326382,false
bejo,Bejo,https://www.bejo.com/,https://ror.org/046v1a544,Netherlands,Schagen,52.726732,4.733806,false
dutch-techcenter-for-life-sciences,Dutch Techcenter for Life Sciences,http://www.dtls.nl,https://ror.org/055d8gs64,Netherlands,Utrecht,52.089736,5.114174,false
netherlands-organisation-for-health-research-and-development,Netherlands Organisation for Health Research and Development,http://www.zonmw.nl/en/,https://ror.org/01yaj9a77,Netherlands,The Hague,52.07667,4.29861,false
university-of-twente,University of Twente,https://www.utwente.nl/,https://ror.org/006hf6230,Netherlands,Enschede,52.21833,6.89583,true
nizo,NIZO,null,https://ror.org/05ddg7v64,Netherlands,Ede,52.052118,5.662516,false
tennet-tso,TenneT TSO,https://www.tennet.eu/,https://ror.org/02dyts510,Netherlands,Arnhem,51.98,5.91111,false
fugro,Fugro,http://www.fugro.nl/,https://ror.org/054hq4w78,Netherlands,Voorburg,52.07417,4.35972,false
deltares,Deltares,http://www.deltares.nl,https://ror.org/01deh9c76,Netherlands,Delft,52.00667,4.35556,false
royal-haskoningdhv,Royal HaskoningDHV,null,https://ror.org/020v32r42,Netherlands,Amersfoort,52.1331569,5.3667083,false
jive,JIVE,null,https://ror.org/006dmc180,Netherlands,Dwingeloo,52.813351,6.395999,false
rijkswaterstaat,Rijkswaterstaat,https://www.rijkswaterstaat.nl/,https://ror.org/0355ahf06,Netherlands,Utrecht,52.09083,5.12222,false
koninklijke-luchtmacht,Koninklijke Luchtmacht,https://www.defensie.nl/organisatie/luchtmacht,null,Netherlands,null,null,null,false
liacs-leiden-university,"LIACS, Leiden University",https://liacs.leidenuniv.nl/,null,Netherlands,null,null,null,false
museum-van-bommel-van-dam,Museum van Bommel van Dam,https://www.vanbommelvandam.nl/,null,Netherlands,null,null,null,false
kings-college-london,King's College London,http://www.kcl.ac.uk/index.aspx,https://ror.org/0220mzb33,United Kingdom,London,51.50853,-0.12574,false
nederlands-mijnmuseum,Nederlands Mijnmuseum,https://www.nederlandsmijnmuseum.nl/,null,Netherlands,null,null,null,false
neo,NEO,https://www.neo.nl/,null,Netherlands,null,null,null,false
swi-prolog-solutions-bv,SWI-Prolog Solutions b.v.,http://swi-prolog.com/about.html,null,Netherlands,null,null,null,false
monetdb-solutions,MonetDB Solutions,http://monetdbsolutions.com/,null,Netherlands,null,null,null,false
gemeente-utrecht,Gemeente Utrecht,https://www.utrecht.nl/,null,Netherlands,null,null,null,false
maritime-research-institute-netherlands,Maritime Research Institute Netherlands,null,https://ror.org/01fkbmk11,Netherlands,Wageningen,52.032336,5.632812,false
maastricht-university-medical-center,Maastricht University Medical Center+,null,https://ror.org/02d9ce178,Netherlands,Maastricht,50.84833,5.68889,false
erasmus-university-rotterdam,Erasmus University Rotterdam,null,https://ror.org/057w15z03,Netherlands,Rotterdam,51.9225,4.47917,false
delft-university-of-technology,Delft University of Technology,http://tudelft.nl,https://ror.org/02e2c7k09,Netherlands,Delft,52.00667,4.35556,false
university-medical-center-utrecht,University Medical Center Utrecht,https://www.umcutrecht.nl/,https://ror.org/0575yy874,Netherlands,Utrecht,52.09083,5.12222,false
iknl,IKNL,https://iknl.nl/,https://ror.org/03g5hcd33,Netherlands,Eindhoven,51.44083,5.47778,false
utrecht-university,Utrecht University,http://www.uu.nl,https://ror.org/04pp8hn57,The Netherlands,Utrecht,52.09083,5.12222,true
koninklijk-nederlands-meteorologisch-instituut,Koninklijk Nederlands Meteorologisch Instituut,http://www.knmi.nl/,https://ror.org/05dfgh554,Netherlands,De Bilt,52.11,5.18056,false
royal-netherlands-institute-for-sea-research,Royal Netherlands Institute for Sea Research,https://www.nioz.nl/en,https://ror.org/01gntjh03,Netherlands,Den Burg,53.05417,4.79722,false
surfsara,SURFsara,https://www.surf.nl/en/about-surf/subsidiaries/surfsara/,https://ror.org/01k0v6g02,Netherlands,Amsterdam,52.356731,4.954666,false
tilburg-university,Tilburg University,null,https://ror.org/04b8v1s79,Netherlands,Tilburg,51.55551,5.0913,false
university-of-amsterdam,University of Amsterdam,http://www.uva.nl,https://ror.org/04dkp9463,Netherlands,Amsterdam,52.37403,4.88969,false
thermo-fisher-scientific-netherlands,Thermo Fisher Scientific (Netherlands),https://www.thermofisher.com/,https://ror.org/01139ec29,Netherlands,Eindhoven,51.46908,5.42141,false
odissei,ODISSEI,https://odissei-data.nl/en/,https://ror.org/03m8v6t10,Netherlands,Rotterdam,51.915855,4.52618,false
averis-seeds,Averis Seeds,null,https://ror.org/011v4dm73,Netherlands,Veendam,53.1065549,6.8695241,false
leiden-university,Leiden University,https://www.universiteitleiden.nl/en/,https://ror.org/027bh9e22,Netherlands,Leiden,52.15833,4.49306,true
maastricht-university,Maastricht University,https://www.maastrichtuniversity.nl,https://ror.org/02jz4aj89,Netherlands,Maastricht,50.84833,5.68889,true
centre-for-digital-humanities,Centre for Digital Humanities,https://cdh.uu.nl/,null,Netherlands,null,null,null,false
spinlab,SPINlab,https://spinlab.vu.nl,null,Netherlands,null,null,null,false
knaw-humanities-cluster,KNAW Humanities Cluster,https://huc.knaw.nl/,null,Netherlands,null,null,null,false
leiden-observatory,Leiden Observatory,https://www.universiteitleiden.nl/en/science/astronomy,null,Netherlands,null,null,null,false
liacs-leiden-institute-of-advanced-computer-science,LIACS - Leiden Institute of Advanced Computer Science,https://liacs.leidenuniv.nl,null,Netherlands,null,null,null,false
zefiros-software,Zefiros Software,https://zefiros.eu/,null,Netherlands,null,null,null,false
nunhems,Nunhems,null,null,Netherlands,null,null,null,false
fom,FOM,null,null,Netherlands,null,null,null,false
hdc-centre-for-religious-history,HDC Centre for Religious History,https://www.hdcvu.nl,null,Netherlands,null,null,null,false
waternet,Waternet,null,null,Netherlands,null,null,null,false
vu-university-amsterdam,Vrije Universiteit Amsterdam,http://www.vu.nl/,https://ror.org/008xxew50,Netherlands,Amsterdam,52.37403,4.88969,false
maastro,Maastro,null,https://ror.org/059wkzj26,Netherlands,Maastricht,50.836296,5.715083,false
netherlands-metabolomics-institute,Netherlands Metabolomics Institute,https://www.metabolomicscentre.nl/,https://ror.org/00zh5wn98,Netherlands,Utrecht,52.089578,5.114142,false
radboud-university-medical-center,Radboud University Medical Center,https://www.radboudumc.nl/,https://ror.org/05wg1m734,Netherlands,Nijmegen,51.8425,5.85278,false
koninklijke-bibliotheek,Koninklijke Bibliotheek,http://www.kb.nl,https://ror.org/02w4jbg70,Netherlands,The Hague,52.07667,4.29861,false
ministry-of-defence,Ministry of Defence,https://www.defensie.nl/,https://ror.org/0079deh61,Netherlands,The Hague,52.07667,4.29861,false
tno,TNO,http://www.tno.nl/,https://ror.org/01bnjb948,Netherlands,Delft,52.00667,4.35556,false
netherlands-space-office,Netherlands Space Office,http://www.spaceoffice.nl/en/,https://ror.org/01vb6q136,Netherlands,The Hague,52.081872,4.333238,false
astron,ASTRON,http://www.astron.nl/,https://ror.org/000k1q888,Netherlands,Dwingeloo,52.83417,6.36944,false
eindhoven-university-of-technology,Eindhoven University of Technology,https://www.tue.nl/en/,https://ror.org/02c2kyt77,Netherlands,Eindhoven,51.44083,5.47778,false
wageningen-university-research,Wageningen University & Research,https://www.wur.nl/,https://ror.org/04qw24q55,Netherlands,Wageningen,51.97,5.66667,true
erasmus-university-medical-center,Erasmus University Medical Center,https://www.erasmusmc.nl/,https://ror.org/018906e22,Netherlands,Rotterdam,51.9225,4.47917,false
leiden-university-medical-center,Leiden University Medical Center,https://www.lumc.nl/,https://ror.org/05xvt9f17,Netherlands,Leiden,52.15833,4.49306,false
university-of-groningen,University of Groningen,http://www.rug.nl/,https://ror.org/012p63287,Netherlands,Groningen,53.219443,6.562966,true
amsterdam-university-medical-centers-location-vu,"Amsterdam University Medical Centers, location VU",null,https://ror.org/00q6h8f30,Netherlands,Amsterdam,52.37403,4.88969,false
new-zealand-escience-infrastructure,New Zealand eScience Infrastructure (NeSI),https://www.nesi.org.nz/,https://ror.org/037aan677,New Zealand,Auckland,-36.856079,174.766553,true
agence-nationale-de-la-recherche,Agence Nationale de la Recherche,http://www.agence-nationale-recherche.fr/en/project-based-funding-to-advance-french-research/,https://ror.org/00rbzpz17,France,Paris,48.845261,2.377769,false
clearpeaks,ClearPeaks,https://www.clearpeaks.com,null,Spain,null,null,null,false
lifewatch-eric,LifeWatch ERIC,null,null,Spain,null,null,null,false
universidade-federal-de-santa-maria,Universidade Federal de Santa Maria,https://www.ufsm.br/,https://ror.org/01b78mz79,Brazil,Santa Maria,-29.713514,-53.716172,false
stichting-voor-surinaamse-genealogie,Stichting voor Surinaamse Genealogie,https://www.surinaamsegenealogie.nl/,null,Suriname,null,null,null,false
freie-universitat-berlin,Freie Universität Berlin,https://www.fu-berlin.de,https://ror.org/046ak2485,Germany,Berlin,52.52437,13.41053,false
dnv-gl-norway,DNV GL (Norway),https://www.dnvgl.com/,https://ror.org/04c235406,Norway,Sandvika,59.89073,10.52774,false
nansen-environmental-and-remote-sensing-center,Nansen Environmental and Remote Sensing Center,https://www.nersc.no/,https://ror.org/015th0q50,Russia,St Petersburg,59.93863,30.31413,false
norwegian-research-centre,Norwegian Research Centre,https://www.norceresearch.no/en/,https://ror.org/02gagpf75,Norway,Bergen,60.39299,5.32415,false
norwegian-meteorological-institute,Norwegian Meteorological Institute,http://met.no,https://ror.org/001n36p86,Norway,Oslo,59.91273,10.74609,false
university-of-warsaw,University of Warsaw,http://en.uw.edu.pl/,https://ror.org/039bjqg32,Poland,Warsaw,52.22977,21.01178,false
agh-university-of-science-and-technology,AGH University of Science and Technology,null,https://ror.org/00bas1c41,Poland,Krakow,50.06143,19.93658,false
cicero-center-for-international-climate-research,CICERO Center for International Climate Research,null,https://ror.org/01gw5dy53,Norway,Oslo,59.91273,10.74609,false
the-research-council-of-norway,The Research Council of Norway,http://www.forskningsradet.no/en/Home_page/1177315753906,https://ror.org/00epmv149,Norway,Oslo,59.91273,10.74609,false
am-obukhov-institute-of-atmospheric-physics,A.M. Obukhov Institute of Atmospheric Physics,http://ifaran.ru/ras/view/organization/history.html?id=5193,https://ror.org/03snt1857,Russia,Moscow,55.774788,37.632378,false
singapore-mit-alliance-for-research-and-technology,Singapore-MIT Alliance for Research and Technology,null,https://ror.org/05yb3w112,Singapore,Singapore,1.303895,103.773732,false
university-of-belgrade,University of Belgrade,http://www.bg.ac.rs/en/,https://ror.org/02qsmb048,Serbia,Belgrade,44.80401,20.46513,false
barcelona-supercomputing-center,Barcelona Supercomputing Center,https://www.bsc.es/,https://ror.org/05sd8tv96,Spain,Barcelona,41.38879,2.15899,false
nanyang-technical-university,Nanyang Technical University,http://www.ntu.edu.sg,https://ror.org/02e7b5302,Singapore,Singapore,1.28967,103.85007,false
national-institute-of-chemistry,National Institute of Chemistry,null,https://ror.org/050mac570,Slovenia,Ljubljana,46.05108,14.50513,false
yonsei-university,Yonsei University,http://www.yonsei.ac.kr/eng/,https://ror.org/01wjejq96,South Korea,Seoul,37566,126.9784,false
met-office,Met Office,https://www.metoffice.gov.uk,https://ror.org/01ch2yn61,United Kingdom,Exeter,50.7236,-3.52751,false
inmark,INMARK,null,https://ror.org/01kkw3w51,Spain,Madrid,40.48964,-3.685813,false
royal-institute-of-technology,Royal Institute of Technology,http://www.kth.se/en,https://ror.org/026vcq606,Sweden,Stockholm,59.32938,18.06871,false
universitat-politecnica-de-valencia,Universitat Politècnica de València,http://www.upv.es,https://ror.org/01460j859,Spain,Valencia,39.47391,-0.37966,false
university-of-the-basque-country,University of the Basque Country,http://www.ehu.eus/en/en-home,https://ror.org/000xsnr85,Spain,Leioa,43.32686,-2.98884,false
sams-research-services-ltd,SAMS Research Services Ltd,https://www.srsl.com,null,United Kingdom,null,null,null,false
hochschule-dusseldorf-university-of-applied-sciences,Hochschule Düsseldorf University of Applied Sciences,https://www.hs-duesseldorf.de/en,https://ror.org/00ftx0026,Germany,Düsseldorf,51.189516,6.795446,false
activinsights-ltd,Activinsights Ltd,https://www.activinsights.com,null,United Kingdom,null,null,null,false
ecmwf,ECMWF,https://www.ecmwf.int/,https://ror.org/014w0fd65,United Kingdom,Reading,51.45625,-0.97113,false
marine-scotland,Marine Scotland,http://www.gov.scot/About/People/Directorates/marinescotland,https://ror.org/02kh2f959,United Kingdom,Edinburgh,57.155941,-2.084096,false
eth-zurich,ETH Zurich,https://ethz.ch,https://ror.org/05a28rw58,Switzerland,Zurich,47.36667,8.55,false
hesso-university-of-applied-sciences-and-arts,HES.SO University of Applied Sciences and Arts,null,https://ror.org/01xkakk17,Switzerland,Delémont,47.36493,7.34453,false
imperial-college-london,Imperial College London,http://www.imperial.ac.uk,https://ror.org/041kmwe10,United Kingdom,London,51.50853,-0.12574,false
city-university-of-london,City University of London,null,https://ror.org/04489at23,United Kingdom,London,51.50853,-0.12574,false
university-of-oxford,University of Oxford,http://www.ox.ac.uk/,https://ror.org/052gg0110,United Kingdom,Oxford,51.75222,-1.25596,false
university-of-glasgow,University of Glasgow,http://www.dcs.gla.ac.uk,https://ror.org/00vtgdb53,United Kingdom,Glasgow,55.86515,-4.25763,false
university-of-southampton,University of Southampton,http://www.southampton.ac.uk/,https://ror.org/01ryk1543,United Kingdom,Southampton,50.90395,-1.40428,false
university-college-london,University College London,https://www.ucl.ac.uk,https://ror.org/02jx3x895,United Kingdom,London,51.50853,-0.12574,false
university-of-exeter,University of Exeter,null,https://ror.org/03yghzc09,United Kingdom,Exeter,50.7236,-3.52751,false
heriot-watt-university,Heriot-Watt University,http://www.hw.ac.uk/,https://ror.org/04mghma93,United Kingdom,Edinburgh,55.95206,-3.19648,false
university-of-sussex,University of Sussex,http://www.sussex.ac.uk/,https://ror.org/00ayhx656,United Kingdom,Brighton,50.82838,-0.13947,false
university-of-edinburgh,University of Edinburgh,https://www.ed.ac.uk/,https://ror.org/01nrxwf90,United Kingdom,Edinburgh,55.95206,-3.19648,false
university-of-leicester,University of Leicester,https://le.ac.uk,https://ror.org/04h699437,United Kingdom,Leicester,52.6386,-1.13169,false
university-of-hull,University of Hull,http://www.hull.ac.uk/,https://ror.org/04nkhwh30,United Kingdom,Hull,53.7446,-0.33525,false
culham-centre-for-fusion-energy,Culham Centre for Fusion Energy,http://www.ccfe.ac.uk/,https://ror.org/05nmyph15,United Kingdom,Abingdon,51.658773,-1.2282,false
plymouth-marine-laboratory,Plymouth Marine Laboratory,https://www.plymouth.ac.uk/research/institutes/marine-institute,https://ror.org/05av9mn02,United Kingdom,Plymouth,50.37153,-4.14305,false
natural-environment-research-council,Natural Environment Research Council,http://www.nerc.ac.uk/,https://ror.org/02b5d8509,United Kingdom,Swindon,51.55797,-1.78116,false
mrc-epidemiology-unit,MRC Epidemiology Unit,http://www.mrc-epid.cam.ac.uk/,https://ror.org/052578691,United Kingdom,Cambridge,52.174803,0.134042,false
university-of-reading,University of Reading,http://www.reading.ac.uk/,https://ror.org/05v62cm79,United Kingdom,Reading,51.45625,-0.97113,false
wellcome-trust,Wellcome Trust,http://www.wellcome.ac.uk,https://ror.org/029chgv08,United Kingdom,London,51.50853,-0.12574,false
oracle,Oracle,https://www.oracle.com/database/index.html,null,United States,null,null,null,false
biocellion,Biocellion,https://biocellion.com/,null,United States,null,null,null,false
ibm,IBM,null,https://ror.org/055yb9v95,Netherlands,Amsterdam,52.37403,4.88969,false
university-of-washington,University of Washington,http://www.washington.edu/,https://ror.org/00cvxb145,United States,Seattle,47.60621,-122.33207,false
hollings-marine-laboratory,Hollings Marine Laboratory,https://www.nist.gov/mml/hollings-marine-laboratory/hml-overview,https://ror.org/01hp6xm80,United States,Charleston,32.77657,-79.93092,false
woods-hole-oceanographic-institution,Woods Hole Oceanographic Institution,http://www.whoi.edu/,https://ror.org/03zbnzt98,United States,Falmouth,41.5515,-70.61475,false
qualcomm-united-states,Qualcomm (United States),https://www.qualcomm.com/,https://ror.org/002zrf773,United States,San Diego,32.895167,-117.195722,false
electric-power-research-institute,Electric Power Research Institute,http://www.epri.com/Pages/Default.aspx,https://ror.org/02dqztz06,United States,Palo Alto,37.397026,-122.143741,false
harvard-university,Harvard University,http://www.harvard.edu/,https://ror.org/03vek6s52,United States,Cambridge,42.3751,-71.10561,false
university-corporation-for-atmospheric-research,University Corporation for Atmospheric Research,https://www2.ucar.edu/,https://ror.org/04zhhyn23,United States,Boulder,40.01499,-105.27055,false
jhu,JHU,https://www.jhu.edu,https://ror.org/00za53h95,United States,Baltimore,39.29038,-76.61219,false
massachusetts-university-of-technology,Massachusetts University of Technology,null,https://ror.org/042nb2s44,United States,Cambridge,42.3751,-71.10561,false
scripps-research-institute,Scripps Research Institute,http://www.scripps.edu/,https://ror.org/02dxx6824,United States,San Diego,32.71571,-117.16472,false
gladstone-institutes,Gladstone Institutes,http://gladstone.org/,https://ror.org/038321296,United States,San Francisco,37.768074,-122.394455,false
university-of-notre-dame,University of Notre Dame,https://www.nd.edu/,https://ror.org/00mkhxb43,United States,Notre Dame,41.70019,-86.23793,false
drexel-university,Drexel University,http://drexel.edu,https://ror.org/04bdffz58,United States,Philadelphia,39.95238,-75.16362,false
virginia-tech,Virginia Tech,null,https://ror.org/02smfhw86,United States,Blacksburg,37.22957,-80.41394,false
cornell-university,Cornell University,http://www.cornell.edu/,https://ror.org/05bnh6r87,United States,Ithaca,42.44063,-76.49661,false
university-of-virginia,University of Virginia,http://www.virginia.edu/,https://ror.org/0153tk833,United States,Charlottesville,38.02931,-78.47668,false
national-institute-of-standards-and-technology,National Institute of Standards and Technology,http://www.nist.gov/,https://ror.org/05xpvk416,United States,Gaithersburg,39.14344,-77.20137,false
brigham-and-womens-hospital,Brigham and Women's Hospital,http://www.brighamandwomens.org/,https://ror.org/04b6nzv94,United States,Boston,42.35843,-71.05977,false
colorado-state-university,Colorado State University,http://www.colostate.edu/,https://ror.org/03k1gpj17,United States,Fort Collins,40.58526,-105.08442,false
fundacao-de-amparo-a-pesquisa-do-estado-da-bahia,Fundação de Amparo à Pesquisa do Estado da Bahia,http://www.fapesb.ba.gov.br/,https://ror.org/0473khm44,Brazil,Salvador,-13.007801,-38.512095,false
princeton-university,Princeton University,https://www.princeton.edu,https://ror.org/00hx57361,United States,Princeton,40.34872,-74.65905,false
medical-informatics,Medical Informatics,https://www.amc.nl/web/research-75/departments/medical-informatics-1.htm,null,null,null,null,null,false
fraunhofer-institute-for-mechanics-of-materials,Fraunhofer Institute for Mechanics of Materials,https://www.iwm.fraunhofer.de/,https://ror.org/04hm8eb66,Germany,Freiburg im Breisgau,47.9959,7.85222,false
national-council-for-scientific-and-technological-development,National Council for Scientific and Technological Development,http://www.cnpq.br/,https://ror.org/03swz6y49,Brazil,Brasília,-15.77972,-47.92972,false
offshorewind4kids,OffshoreWind4Kids,https://www.offshorewind4kids.com/,null,null,null,null,null,false
holland-home-of-wind-energy,Holland Home of Wind Energy,https://www.hhwe.eu/,null,null,null,null,null,false
siemens-gamesa-renewable-energy,Siemens Gamesa Renewable Energy,https://www.siemensgamesa.com/en-int,null,null,null,null,null,false
12-to-zero,12 To Zero,https://www.12tozero.com/,null,null,null,null,null,false
seawind-ocean-technology-holding,Seawind Ocean Technology Holding,https://seawindtechnology.com/,null,null,null,null,null,false
gustomsc,GustoMSC,https://www.gustomsc.com/,null,null,null,null,null,false
port-of-amsterdam,Port of Amsterdam,https://www.portofamsterdam.com/en,null,null,null,null,null,false
clare-county-council,Clare County Council,https://www.clarecoco.ie/,null,null,null,null,null,false
nhtv-breda-university-of-applied-sciences,NHTV Breda University of Applied Sciences,https://www.nhtv.nl/ENG.html,https://ror.org/04mfj5474,Netherlands,Breda,51.58656,4.77596,false
tki-offshore-wind-netherlands-wind-energy-association-nwea,"TKI Offshore Wind, Netherlands Wind Energy Association (NWEA)",https://www.nwea.nl/over-nwea/?lang=en,null,null,null,null,null,false
stichting-de-noordzee-the-north-sea-foundation,Stichting De Noordzee (The North Sea Foundation),https://www.noordzee.nl/,null,null,null,null,null,false
shannon-foynes-port-company,Shannon Foynes Port Company,https://www.sfpc.ie/,null,null,null,null,null,false
campussea-cooperative,Campus@Sea Cooperative,https://www.campusatsea.nl/,null,null,null,null,null,false
heerema-marine-contractors,Heerema Marine Contractors,https://www.heerema.com/heerema-marine-contractors,null,null,null,null,null,false
bluewater-energy-services,Bluewater Energy Services,https://www.bluewater.com/,null,null,null,null,null,false
physik-instrumente,Physik Instrumente,https://www.physikinstrumente.com/en/,null,null,null,null,null,false
lunet-aan-de-snel-foundation,Lunet aan de Snel Foundation,https://www.lunetaandesnel.nl/,null,null,null,null,null,false
oceans-of-energy,Oceans of Energy,https://oceansofenergy.blue/,null,null,null,null,null,false
crosswind,CrossWind,https://www.crosswindhkn.nl/,null,null,null,null,null,false
heerema-engineering-solutions,Heerema Engineering Solutions,https://www.heerema.com/heerema-engineering-solutions,null,null,null,null,null,false
university-of-alaska-fairbanks,University of Alaska Fairbanks,http://www.uaf.edu/,https://ror.org/01j7nq853,United States,Fairbanks,64.83778,-147.71639,false
shell-netherlands,Shell (Netherlands),http://www.shell.com/,https://ror.org/00b5m4j81,Netherlands,The Hague,52.07667,4.29861,false
university-of-melbourne,University of Melbourne,http://www.unimelb.edu.au/,https://ror.org/01ej9dk98,Australia,Melbourne,-37814,144.96332,false
national-institute-for-public-health-and-the-environment,National Institute for Public Health and the Environment,http://www.rivm.nl/en/,https://ror.org/01cesdt21,Netherlands,De Bilt,52.11,5.18056,false
rotterdam-university-of-applied-sciences,Rotterdam University of Applied Sciences,http://www.rotterdamuas.com/,https://ror.org/0481e1q24,Netherlands,Rotterdam,51.910159,4.46254,false
boskalis-netherlands,Boskalis (Netherlands),https://boskalis.com//,https://ror.org/01w4ggt72,Netherlands,Papendrecht,51.824408,4.729285,false
university-of-limerick,University of Limerick,http://www.ul.ie/,https://ror.org/00a0n9e72,Ireland,Limerick,52.66472,-8.62306,false
huisman-netherlands,Huisman (Netherlands),http://www.huismanequipment.com/,https://ror.org/0372zyg05,Netherlands,Schiedam,51.90776,4.38267,false
the-alan-turing-institute,The Alan Turing Institute,https://www.turing.ac.uk,https://ror.org/035dkdb55,United Kingdom,London,51.50853,-0.12574,true
european-molecular-biology-laboratory,European Molecular Biology Laboratory,http://www.embl-hamburg.de/,https://ror.org/050589e39,Germany,Hamburg,53.55073,9.99302,false
centre-for-research-and-technology-hellas,Centre for Research and Technology Hellas,http://www.certh.gr/root.en.aspx,https://ror.org/03bndpq63,Greece,Thessaloniki,40.64361,22.93086,false
carbon-portal,Carbon Portal,https://www.icos-cp.eu,null,null,null,null,null,false
ocean-thematic-centre,Ocean Thematic Centre,https://www.icos-otc.org/,null,null,null,null,null,false
ecosystem-thematic-centre,Ecosystem Thematic Centre,http://www.icos-etc.eu/,null,null,null,null,null,false
atmosphere-thematic-centre,Atmosphere Thematic Centre,https://icos-atc.lsce.ipsl.fr/,null,null,null,null,null,false
icos-central-analytical-laboratories,Central Analytical Laboratories,https://www.icos-cal.eu/,null,null,null,null,null,false
universitat-greifswald,Universität Greifswald,https://www.uni-greifswald.de,https://ror.org/00r1edq15,Germany,Greifswald,54.09311,13.38786,false
naco,NaCo,https://naco.liacs.nl/,null,null,null,null,null,false
enexis,Enexis,https://www.enexis.nl/,null,null,null,null,null,false
openaire-non-profit-civil-partnership,OpenAIRE Non-Profit Civil Partnership,https://www.openaire.eu,https://ror.org/019kf3481,Greece,Marousi,38.05,23.8,false
gemeente-groningen,Gemeente Groningen,https://gemeente.groningen.nl/,null,null,null,null,null,false
powerchainger,PowerChainger,https://www.powerchainger.nl/,null,null,null,null,null,false
quomare,QuoMare,https://www.quomare.com/,null,null,null,null,null,false
province-zuid-holland,Province Zuid-Holland,https://www.zuid-holland.nl/,null,null,null,null,null,false
clingendael-international-energy-programme,Clingendael International Energy Programme,https://www.clingendaelenergy.com/,null,null,null,null,null,false
nouryon,Nouryon,https://www.nouryon.com/,null,null,null,null,null,false
oci-nitrogen,OCI Nitrogen,http://ocinitrogen.com/,null,null,null,null,null,false
integrated-carbon-observation-system,Integrated Carbon Observation System,https://www.icos-ri.eu/,https://ror.org/01d0fc168,Finland,Helsinki,60.204638,24.961622,true
mcmaster-university,McMaster University,http://www.mcmaster.ca/,https://ror.org/02fa3aq29,Canada,Hamilton,43.25011,-79.84963,true
university-of-salento,University of Salento,https://www.unisalento.it/web/guest/home_page,https://ror.org/03fc1k060,Italy,Lecce,40.35481,18.17244,false
university-of-padua,University of Padua,https://www.unipd.it/en/,https://ror.org/00240q980,Italy,Padua,45.40797,11.88586,false
european-organization-for-nuclear-research,European Organization for Nuclear Research,http://home.web.cern.ch/,https://ror.org/01ggx4157,Switzerland,Geneva,46.20222,6.14569,false
ska-observatory,SKA Observatory,https://www.skaobservatory.org/,https://ror.org/01pwgd096,United Kingdom,Macclesfield,53.234487,-2.304262,false
universidad-politecnica-de-madrid,Universidad Politécnica de Madrid,http://www.upm.es,https://ror.org/03n6nwv02,Spain,Madrid,40.4165,-3.70256,false
hanze-university-of-applied-sciences,Hanze University of Applied Sciences,https://www.hanze.nl/eng,https://ror.org/00xqtxw43,Netherlands,Groningen,53.21917,6.56667,false
international-institute-of-social-history,International Institute of Social History,https://socialhistory.org/en,https://ror.org/05dq4pp56,Netherlands,Amsterdam,52.369006,4.93949,false
athena-research-and-innovation-center-in-information-communication-knowledge-technologies,Athena Research and Innovation Center In Information Communication & Knowledge Technologies,https://www.athenarc.gr/en/home,https://ror.org/0576by029,Greece,Marousi,38.05,23.8,false
4tu,4TU,https://www.4tu.nl,https://ror.org/03rsncr94,Netherlands,Delft,52.00667,4.35556,false
university-of-stuttgart,University of Stuttgart,http://www.uni-stuttgart.de/home/index.en.html,https://ror.org/04vnq7t77,Germany,Stuttgart,48.78232,9.17702,true
