"slug";"name";"website";"country";"city";"ror";"lat";"lon";"type";"is_tenant";"software_count";"project_count";"logo"
"ontario-institute-for-cancer-research";"Ontario Institute for Cancer Research";"http://oicr.on.ca/";"Canada";"Toronto";"https://ror.org/043q8yx54";43.70011;-79.4163;"Nonprofit";"no";8;0;"https://research-software-directory.org/image/rpc/get_image?uid=d7cc2eee9e0fe67b3f904891cad8cc5594ccbaf0"
"indian-institute-of-science-bangalore";"Indian Institute of Science Bangalore";"http://www.iisc.ernet.in/";"India";"Bengaluru";"https://ror.org/04dese585";13.021275;77.565769;"Education";"no";0;1;"https://research-software-directory.org/image/rpc/get_image?uid=e40c239bafb873546b01407627dc94176e8ae0be"
"met-office";"Met Office";"https://www.metoffice.gov.uk";"United Kingdom";"Exeter";"https://ror.org/01ch2yn61";50.7236;-3.52751;"Government";"no";3;3;"https://research-software-directory.org/image/rpc/get_image?uid=b4735e8216a287f1fd527b6d092b38859b472024"
"hdc-centre-for-religious-history";"HDC Centre for Religious History";"https://www.hdcvu.nl";"Netherlands";;;;;;"no";0;1;"https://research-software-directory.org/image/rpc/get_image?uid=4520a0c5c96890126274a426d0c4364ee912bab7"
"mcgill-centre-for-integrative-neuroscience";"McGill Centre for Integrative Neuroscience";"https://mcin.ca/";"Canada";;;;;;"no";1;0;"https://research-software-directory.org/image/rpc/get_image?uid=3bc21592758222a97f0236fc2e8a6c8415a17eb7"
"okinawa-institute-of-science-and-technology-graduate-university";"Okinawa Institute of Science and Technology Graduate University";"http://www.oist.jp/";"Japan";"Onna Son";"https://ror.org/02qg15b79";26.47595;127.85278;"Education";"no";0;1;"https://research-software-directory.org/image/rpc/get_image?uid=01fb975249dd36c8c4e10f33d0fcf39ca7c963f6"
"agence-nationale-de-la-recherche";"Agence Nationale de la Recherche";"http://www.agence-nationale-recherche.fr/en/project-based-funding-to-advance-french-research/";"France";"Paris";"https://ror.org/00rbzpz17";48.845261;2.377769;"Government";"no";0;0;
"max-planck-institute-for-brain-research";"Max Planck Institute for Brain Research";"https://brain.mpg.de/home";"Germany";"Frankfurt am Main";"https://ror.org/02h1nk258";50.17437;8.629819;"Facility";"no";0;1;"https://research-software-directory.org/image/rpc/get_image?uid=2700e7ce7ba6f01764e6b1a2b4630ac5bae3c449"
"university-of-iceland";"University of Iceland";;"Iceland";"Reykjavik";"https://ror.org/01db6h964";64.13548;-21.89541;"Education";"no";0;1;"https://research-software-directory.org/image/rpc/get_image?uid=a7003a20bb4de8253a50ca9950cfb221a3750f9b"
"the-alan-turing-institute";"The Alan Turing Institute";"https://www.turing.ac.uk";"United Kingdom";"London";"https://ror.org/035dkdb55";51.50853;-0.12574;"Facility";"yes";4;0;"https://research-software-directory.org/image/rpc/get_image?uid=8c7910f5dd3376a4272ec65d6324b442dd438cb2"
"usp-floss-competence-center";"USP FLOSS Competence Center";"http://ccsl.ime.usp.br";;;;;;;"no";1;0;"https://research-software-directory.org/image/rpc/get_image?uid=7c4a392b4a2e00ce28dd09e96938c5a998cb08d9"
"university-of-padua";"University of Padua";"https://www.unipd.it/en/";"Italy";"Padua";"https://ror.org/00240q980";45.40797;11.88586;"Education";"no";0;1;"https://research-software-directory.org/image/rpc/get_image?uid=59bfdfa6697f59e55fd3158e24e27cc64fdc7075"
"harvard-university";"Harvard University";"http://www.harvard.edu/";"United States";"Cambridge";"https://ror.org/03vek6s52";42.3751;-71.10561;"Education";"no";0;1;"https://research-software-directory.org/image/rpc/get_image?uid=bf89051d353da9c10c52a4d8a626919a377925a3"
"nationaal-archief-suriname";"Nationaal Archief Suriname";"http://www.nationaalarchief.sr/";;;;;;;"no";0;0;
"cmcc";"CMCC";"https://www.cmcc.it/";"Italy";"Lecce";"https://ror.org/01tf11a61";40.35481;18.17244;"Nonprofit";"no";1;4;"https://research-software-directory.org/image/rpc/get_image?uid=0f38fbd14935186a87f4ea0e898e8e50bd77d75c"
"nouryon";"Nouryon";"https://www.nouryon.com/";;;;;;;"no";0;1;"https://research-software-directory.org/image/rpc/get_image?uid=b8a97b1811943a7902326ff5599cb5052763ed12"
"max-planck-institute-for-meteorology";"Max Planck Institute for Meteorology";"http://www.mpimet.mpg.de/en/home.html";"Germany";"Hamburg";"https://ror.org/05esem239";53.567794;9.975468;"Facility";"no";0;1;"https://research-software-directory.org/image/rpc/get_image?uid=dc36d226d9d3c700451ca1abded81e217cd4d887"
"lorentz-center";"Lorentz Center";"http://www.lorentzcenter.nl/";"Netherlands";"Leiden";"https://ror.org/00d503m77";52.15833;4.49306;"Other";"no";0;4;"https://research-software-directory.org/image/rpc/get_image?uid=a8a7f98d457c9ecf29c1bcc6873453b9fbefee16"
"european-network-for-cyber-security";"European Network for Cyber Security";"https://encs.eu/";"Netherlands";"The Hague";"https://ror.org/0584wbt59";52.069239;4.349306;"Nonprofit";"no";0;1;"https://research-software-directory.org/image/rpc/get_image?uid=0e18fb3cd3df9ffa0bd1120f65866f72e9bfb61b"
"canarie";"Canarie";"http://www.canarie.ca/";"Canada";"Ottawa";"https://ror.org/01nztpc84";45.41117;-75.69812;"Nonprofit";"yes";50;0;"https://research-software-directory.org/image/rpc/get_image?uid=2a88c5eb44c60ef362caaa8928e97cd4edb6ecae"
"lifewatch-eric";"LifeWatch ERIC";;"Spain";;;;;;"no";0;2;"https://research-software-directory.org/image/rpc/get_image?uid=fe88bb972389744722c48778ed9aea49744bf81e"
"spinlab";"SPINlab";"https://spinlab.vu.nl";"Netherlands";;;;;;"no";0;0;"https://research-software-directory.org/image/rpc/get_image?uid=d19e072a86630b9a2ac44541532494cf855b8d9b"
"university-of-california-riverside";"University of California, Riverside";"https://www.ucr.edu";"United States";"Riverside";"https://ror.org/03nawhv43";33.95335;-117.39616;"Education";"no";1;0;"https://research-software-directory.org/image/rpc/get_image?uid=8ac7092c26e795ee1503243720e4fef72f659092"
"rijkswaterstaat";"Rijkswaterstaat";"https://www.rijkswaterstaat.nl/";"Netherlands";"Utrecht";"https://ror.org/0355ahf06";52.09083;5.12222;"Government";"no";0;2;"https://research-software-directory.org/image/rpc/get_image?uid=b51b479fe9e1e38c59f347f462a65241f46a6275"
"plymouth-marine-laboratory";"Plymouth Marine Laboratory";"https://www.plymouth.ac.uk/research/institutes/marine-institute";"United Kingdom";"Plymouth";"https://ror.org/05av9mn02";50.37153;-4.14305;"Facility";"no";2;0;"https://research-software-directory.org/image/rpc/get_image?uid=94418b0c318601104d466ded7cec3b8866bb0a82"
"ghent-university";"Ghent University";"https://www.ugent.be/en";"Belgium";"Ghent";"https://ror.org/00cv9y106";51.05;3.71667;"Education";"no";1;1;"https://research-software-directory.org/image/rpc/get_image?uid=a44df26e940178ddacd145169abf8010a1c2c205"
"mcgill-university";"McGill University";"http://www.mcgill.ca/";"Canada";"Montreal";"https://ror.org/01pxwe438";45.50884;-73.58781;"Education";"no";5;0;"https://research-software-directory.org/image/rpc/get_image?uid=6467f80a44cfc77f502af4ddaac037b355450ae8"
"international-institute-of-social-history";"International Institute of Social History";"https://socialhistory.org/en";"Netherlands";"Amsterdam";"https://ror.org/05dq4pp56";52.369006;4.93949;"Archive";"no";0;0;"https://research-software-directory.org/image/rpc/get_image?uid=d329dc368ec76a569cade143c991d8593196a3dd"
"memic";"MEMIC";"https://www.maastrichtuniversity.nl/about-um/other-offices/memic/about-memic";"Netherlands";;;;;;"yes";1;0;"https://research-software-directory.org/image/rpc/get_image?uid=cf96330faedc23170dd103363278b4dfb54ecf7f"
"university-of-cyprus";"University of Cyprus";"http://www.ucy.ac.cy/en/";"Cyprus";"Nicosia";"https://ror.org/02qjrjx09";35.17531;33.3642;"Education";"no";0;1;"https://research-software-directory.org/image/rpc/get_image?uid=0c56fa387db790b46a9f2a2f6fcd3d3b3f6ce5dd"
"agroenergy";"AgroEnergy";"https://www.agro-energy.nl/";"Netherlands";;;;;;"no";0;1;"https://research-software-directory.org/image/rpc/get_image?uid=07ab37dd7f0fbc4d45706812b418504d04a0d752"
"erfgoed-leiden-en-omstreken";"Erfgoed Leiden en Omstreken";"https://www.erfgoedleiden.nl/";"Netherlands";;;;;;"no";0;1;"https://research-software-directory.org/image/rpc/get_image?uid=5db77f06031f15a8af558426cbeb3ded0f74cdda"
"university-of-the-basque-country";"University of the Basque Country";"http://www.ehu.eus/en/en-home";"Spain";"Leioa";"https://ror.org/000xsnr85";43.32686;-2.98884;"Education";"no";0;1;"https://research-software-directory.org/image/rpc/get_image?uid=9bb60ea139be6f2949a9a39d751808d80cc0ca20"
"netherlands-escience-center";"Netherlands eScience Center";"https://www.esciencecenter.nl/";"Netherlands";"Amsterdam";"https://ror.org/00rbjv475";52.37403;4.88969;"Nonprofit";"yes";299;309;"https://research-software-directory.org/image/rpc/get_image?uid=84105fcfd3f960ef7238cc696b38cd6e742684e1"
"computer-research-institute-of-montreal";"Computer Research Institute of Montréal";"http://www.crim.ca/en/";"Canada";"Montreal";"https://ror.org/0279d5115";45.50884;-73.58781;"Nonprofit";"no";2;0;"https://research-software-directory.org/image/rpc/get_image?uid=571abe6d7767204ffd3a10cacd6f089f479cc017"
"atacama-large-millimetersubmillimeter-array";"Atacama Large Millimeter/Submillimeter Array";;"Chile";"Santiago";"https://ror.org/01adx8c71";-33.400537;-70.599787;"Facility";"no";0;1;"https://research-software-directory.org/image/rpc/get_image?uid=bae00783b695a2546b76235bf457e7b49b071266"
"leiden-university-medical-center";"Leiden University Medical Center";"https://www.lumc.nl/";"Netherlands";"Leiden";"https://ror.org/05xvt9f17";52.15833;4.49306;"Healthcare";"no";6;4;"https://research-software-directory.org/image/rpc/get_image?uid=902e9fe76f4bf3ab92ccb002d400978e3161fa9b"
"mrc-epidemiology-unit";"MRC Epidemiology Unit";"http://www.mrc-epid.cam.ac.uk/";"United Kingdom";"Cambridge";"https://ror.org/052578691";52.174803;0.134042;"Facility";"no";1;0;"https://research-software-directory.org/image/rpc/get_image?uid=ff7c4e9a53dfe25df56e361d900795fcf5d7a869"
"brigham-and-womens-hospital";"Brigham and Women's Hospital";"http://www.brighamandwomens.org/";"United States";"Boston";"https://ror.org/04b6nzv94";42.35843;-71.05977;"Healthcare";"no";1;0;"https://research-software-directory.org/image/rpc/get_image?uid=d5609368c5f34252cc193ba98ec1cc16f90380ed"
"heerema-marine-contractors";"Heerema Marine Contractors";"https://www.heerema.com/heerema-marine-contractors";;;;;;;"no";0;2;"https://research-software-directory.org/image/rpc/get_image?uid=6f718d8a033516a6959af1cae836a4a9f2c486e1"
"radboud-university-medical-center";"Radboud University Medical Center";"https://www.radboudumc.nl/";"Netherlands";"Nijmegen";"https://ror.org/05wg1m734";51.8425;5.85278;"Healthcare";"no";4;8;"https://research-software-directory.org/image/rpc/get_image?uid=a058575cb2537f36cd4dfedb66cd60bf202fc39d"
"university-of-limerick";"University of Limerick";"http://www.ul.ie/";"Ireland";"Limerick";"https://ror.org/00a0n9e72";52.66472;-8.62306;"Education";"no";0;1;"https://research-software-directory.org/image/rpc/get_image?uid=639c9d24840baf64b8c1569ac7fc7a87f6155a57"
"icons";"iCons";"http://www.icons.it/";"Italy";"Castelnuovo Bocca d'Adda";"https://ror.org/037hryt76";45.649387;9.204827;"Company";"no";0;1;"https://research-software-directory.org/image/rpc/get_image?uid=53ca047932cb52bff79e8919818327ccf749c9a9"
"nationaal-archief-curacao";"Nationaal Archief Curaçao";"https://www.nationaalarchief.cw/";"Curaçao";;;;;;"no";0;1;"https://research-software-directory.org/image/rpc/get_image?uid=1bcea1c600a0af6f93facad64e13ec5c81210843"
"university-of-hull";"University of Hull";"http://www.hull.ac.uk/";"United Kingdom";"Hull";"https://ror.org/04nkhwh30";53.7446;-0.33525;"Education";"no";0;1;"https://research-software-directory.org/image/rpc/get_image?uid=3eb015da41742031a34d93f61491780d8d89c884"
"national-institute-for-astrophysics";"National Institute for Astrophysics";;"Italy";"Rome";"https://ror.org/02gh4kt33";41.89193;12.51133;"Government";"no";0;1;"https://research-software-directory.org/image/rpc/get_image?uid=3bd011fe613f82d028c1c9aff4efba4b18c69fdc"
"donders-institute";"Donders Institute";"https://www.ru.nl/donders/";"Netherlands";;;;;;"no";0;1;"https://research-software-directory.org/image/rpc/get_image?uid=89f5e3196b11d8dba61b72dbc66cb32c7e6a9bba"
"hartstichting";"Hartstichting";"https://www.hartstichting.nl";"Netherlands";"The Hague";"https://ror.org/05nxhgm70";52.07667;4.29861;"Nonprofit";"no";0;5;"https://research-software-directory.org/image/rpc/get_image?uid=2afffe4a608da32c0db5138cb3c4da5a80f00851"
"lawson-health-research-institute";"Lawson Health Research Institute";"https://www.lawsonresearch.com/";"Canada";"London";"https://ror.org/051gsh239";43.00014;-81.2543;"Healthcare";"no";1;0;"https://research-software-directory.org/image/rpc/get_image?uid=5dfd9153e5ff2bea105a0c83f11f720522d7f0a7"
"national-oceanography-centre";"National Oceanography Centre";"https://noc.ac.uk";"United Kingdom";"Southampton";"https://ror.org/00874hx02";50.90395;-1.40428;"Facility";"no";1;0;"https://research-software-directory.org/image/rpc/get_image?uid=82d4b97fe63883b3070bb27bd25832702d50930a"
"helmholtz-centre-potsdam-gfz-german-research-centre-for-geosciences";"Helmholtz Centre Potsdam - GFZ German Research Centre for Geosciences";"http://www.gfz-potsdam.de/en/home/";"Germany";"Potsdam";"https://ror.org/04z8jg394";52.39886;13.06566;"Facility";"no";1;0;"https://research-software-directory.org/image/rpc/get_image?uid=da40b40113fdfb1d3ce40f58ecb784fe33ba40bb"
"ortec";"Ortec";"https://ortec.com/en";"France";"Paris";"https://ror.org/05wx9za24";43.476436;5.372175;"Company";"no";0;1;"https://research-software-directory.org/image/rpc/get_image?uid=c91509a8c1eaba2c7076366cde2796093f0e37e4"
"dow-chemical-netherlands";"Dow Chemical (Netherlands)";"http://www.dow.com/";"Netherlands";"Terneuzen";"https://ror.org/049px0x49";51.332583;3.832487;"Company";"no";0;1;"https://research-software-directory.org/image/rpc/get_image?uid=0f4cee115798ec6a26581b11af655f0b7f981b20"
"common-workflow-language";"Common Workflow Language";"https://www.commonwl.org";"International";;;;;;"no";1;0;"https://research-software-directory.org/image/rpc/get_image?uid=8f31fcbedafd695cc51455f2e94165581934a9b3"
"helmholtz-zentrum-hereon";"Helmholtz-Zentrum Hereon";"https://hereon.de";"Germany";"Geesthacht";"https://ror.org/03qjp1d79";53.43575;10.3779;"Government";"no";0;1;"https://research-software-directory.org/image/rpc/get_image?uid=75ebf85a59cb5e9db216f82754ad4463ceae95d1"
"municipality-of-almada";"Municipality of Almada";"https://www.alamada.gov.ph/";;;;;;;"no";0;1;"https://research-software-directory.org/image/rpc/get_image?uid=13c46a7fd397702bba3949995378b57e7e112f75"
"otto-von-guericke-university-magdeburg";"Otto-von-Guericke University Magdeburg";"http://www.ovgu.de/unimagdeburg/en/Otto+von+Guericke+University+Magdeburg.html";"Germany";"Magdeburg";"https://ror.org/00ggpsq73";52.12773;11.62916;"Education";"no";0;1;"https://research-software-directory.org/image/rpc/get_image?uid=b65f9eb9b30c4f549f3b586599f60a468a3806d1"
"dkrz";"DKRZ";"https://www.dkrz.de/en";"Germany";"Hamburg";"https://ror.org/03ztgj037";53.55073;9.99302;"Facility";"no";0;3;"https://research-software-directory.org/image/rpc/get_image?uid=ad44ebd303daa22f37467c665fe824783a36f18b"
"singapore-mit-alliance-for-research-and-technology";"Singapore-MIT Alliance for Research and Technology";;"Singapore";"Singapore";"https://ror.org/05yb3w112";1.303895;103.773732;"Education";"no";0;1;"https://research-software-directory.org/image/rpc/get_image?uid=55fd9ca7ebff55a9b6b91c0498c0a3acce55171e"
"university-of-turin";"University of Turin";"http://en.unito.it/";"Italy";"Turin";"https://ror.org/048tbm396";45.07049;7.68682;"Education";"no";1;1;"https://research-software-directory.org/image/rpc/get_image?uid=fea5faea0f72d1a371a4c9b5b28a5ab704288903"
"university-of-oxford";"University of Oxford";"http://www.ox.ac.uk/";"United Kingdom";"Oxford";"https://ror.org/052gg0110";51.75222;-1.25596;"Education";"no";1;2;"https://research-software-directory.org/image/rpc/get_image?uid=f2cac46358c75c7eeb34a54bc3a6d5863e024269"
"cbs-knaw-fungal-biodiversity-centre";"CBS-KNAW Fungal Biodiversity Centre";"http://www.cbs.knaw.nl/";"Netherlands";"Utrecht";"https://ror.org/030a5r161";52.09083;5.12222;"Facility";"no";5;3;"https://research-software-directory.org/image/rpc/get_image?uid=eb6661cd2e7bf4498ef2fbf5597f52e6a1201e58"
"thehyve";"thehyve";"http://thehyve.nl";"Netherlands";"Utrecht";"https://ror.org/00p3egw50";52.0823986;5.1175699;"Company";"no";0;0;
"koninklijk-nederlands-instituut-in-rome";"Koninklijk Nederlands Instituut in Rome";"http://www.knir.it/";"Italy";"Rome";"https://ror.org/05v6zeb66";41.9127129;12.4672137;"Education";"no";1;2;"https://research-software-directory.org/image/rpc/get_image?uid=c731e05378c776ea2090b7def8a44ef00598d228"
"basf";"BASF";;"Netherlands";"Utrecht";"https://ror.org/00sgajx84";52.07426;5.055087;"Company";"no";0;1;"https://research-software-directory.org/image/rpc/get_image?uid=203105508ace304a49b11ac4dc40077889a3c6dd"
"koninklijke-bibliotheek";"Koninklijke Bibliotheek";"http://www.kb.nl";"Netherlands";"The Hague";"https://ror.org/02w4jbg70";52.07667;4.29861;"Archive";"no";1;4;"https://research-software-directory.org/image/rpc/get_image?uid=c49406d9b95aa60f138eb69102e58d8884b226cf"
"university-of-virginia";"University of Virginia";"http://www.virginia.edu/";"United States";"Charlottesville";"https://ror.org/0153tk833";38.02931;-78.47668;"Education";"no";2;0;"https://research-software-directory.org/image/rpc/get_image?uid=2a8b0eb3540d4cb7cc595fa13b67e12fa0efff29"
"meertens-institute";"Meertens Institute";"http://www.meertens.knaw.nl";"Netherlands";"Amsterdam";"https://ror.org/05kaxyq51";52.331945;4.914582;"Facility";"no";0;0;"https://research-software-directory.org/image/rpc/get_image?uid=d332e5ccd3af6dce1f29fa834af21247ea9d46be"
"aimms";"AIMMS";"https://www.aimms.com/";;;;;;;"no";0;1;"https://research-software-directory.org/image/rpc/get_image?uid=8e07c8b81950544e0761744bdc9507a5da504318"
"cmmc-cultivated-meat-modeling-consortium";"CMMC - Cultivated Meat Modeling Consortium";"https://thecmmc.org";"Global";;;;;;"no";0;1;"https://research-software-directory.org/image/rpc/get_image?uid=88750b585cff3e848dcbf93918cdac56a3848ec9"
"cnrs";"CNRS";"https://www.cnrs.fr/en";"France";"Paris";"https://ror.org/02feahw73";48.85341;2.3488;"Government";"no";1;4;"https://research-software-directory.org/image/rpc/get_image?uid=8c00f58004a01d39eb8bdf199720f9691af4b24b"
"universite-de-montreal";"Université de Montréal";"http://www.umontreal.ca/english/";"Canada";"Montreal";"https://ror.org/0161xgx34";45.50884;-73.58781;"Education";"no";1;0;"https://research-software-directory.org/image/rpc/get_image?uid=7b06fa56ad040df0484cfade8633a8dac504a584"
"marine-scotland";"Marine Scotland";"http://www.gov.scot/About/People/Directorates/marinescotland";"United Kingdom";"Edinburgh";"https://ror.org/02kh2f959";57.155941;-2.084096;"Government";"no";0;1;"https://research-software-directory.org/image/rpc/get_image?uid=7dfc4872ce68b6f6380243c1d961a0599371618b"
"university-college-london";"University College London";"https://www.ucl.ac.uk";"United Kingdom";"London";"https://ror.org/02jx3x895";51.50853;-0.12574;"Education";"no";3;4;"https://research-software-directory.org/image/rpc/get_image?uid=0d31ec4de4667b6345d3f26b2c74e7583cbc2e6e"
"energy-reform-limited";"Energy Reform Limited";"https://energyreform.ie";"Ireland";;;;;;"no";0;1;"https://research-software-directory.org/image/rpc/get_image?uid=4e4baacca0c8b4b8128f8d8aae4b7c0c25efd395"
"liacs-leiden-institute-of-advanced-computer-science";"LIACS - Leiden Institute of Advanced Computer Science";"https://liacs.leidenuniv.nl";"Netherlands";;;;;;"no";4;1;"https://research-software-directory.org/image/rpc/get_image?uid=4bd5829c5c290094831919ff072ee3ea1397a935"
"seawind-ocean-technology-holding";"Seawind Ocean Technology Holding";"https://seawindtechnology.com/";;;;;;;"no";0;1;"https://research-software-directory.org/image/rpc/get_image?uid=5a07b40a0a03d3e5440eda22bce7b8daea74c455"
"electricity-supply-board-ireland";"Electricity Supply Board (Ireland)";"https://www.esb.ie/";"Ireland";"Dublin";"https://ror.org/03hs0j596";53.337541;-6.248023;"Company";"no";0;1;"https://research-software-directory.org/image/rpc/get_image?uid=9a328fe409a9108a85660e5d5f4a1a95f611ba8f"
"stichting-de-noordzee-the-north-sea-foundation";"Stichting De Noordzee (The North Sea Foundation)";"https://www.noordzee.nl/";;;;;;;"no";0;1;"https://research-software-directory.org/image/rpc/get_image?uid=ce960e22779b85ccd6fc0cd3489615d33a07df00"
"university-of-manchester";"University of Manchester";"http://www.manchester.ac.uk/";"United Kingdom";"Manchester";"https://ror.org/027m9bs27";53.48095;-2.23743;"Education";"no";2;2;"https://research-software-directory.org/image/rpc/get_image?uid=eaff5f5dc53aea2a54f5f7525fac82ab05772b18"
"inserm";"Inserm";"https://www.inserm.fr";"France";"Paris";"https://ror.org/02vjkv261";48.85341;2.3488;"Government";"no";1;0;"https://research-software-directory.org/image/rpc/get_image?uid=197a616e760fb25356222c3d6578f18810ce7db9"
"quomare";"QuoMare";"https://www.quomare.com/";;;;;;;"no";0;1;"https://research-software-directory.org/image/rpc/get_image?uid=5d8bff57a21d3b593c98f57d0d8bd1dd08816dae"
"open-university-in-the-netherlands";"Open University in the Netherlands";"https://www.ou.nl/";"Netherlands";"Heerlen";"https://ror.org/018dfmf50";50.87905;5.95931;"Education";"no";0;1;"https://research-software-directory.org/image/rpc/get_image?uid=7619318a5b3d4822dfe574af621c0142675b0b4e"
"stichting-voor-surinaamse-genealogie";"Stichting voor Surinaamse Genealogie";"https://www.surinaamsegenealogie.nl/";"Suriname";;;;;;"no";0;0;
"knaw-humanities-cluster";"KNAW Humanities Cluster";"https://huc.knaw.nl/";"Netherlands";;;;;;"no";2;3;"https://research-software-directory.org/image/rpc/get_image?uid=c3948741595a7a7f42011ed6bad90497935a0391"
"ska-observatory";"SKA Observatory";"https://www.skaobservatory.org/";"United Kingdom";"Macclesfield";"https://ror.org/01pwgd096";53.234487;-2.304262;"Facility";"no";0;1;"https://research-software-directory.org/image/rpc/get_image?uid=55691bd8dab2ab70cf58af9af0db66b9f7de326d"
"university-of-trento";"University of Trento";"http://www.unitn.it/en";"Italy";"Trento";"https://ror.org/05trd4x28";46.06787;11.12108;"Education";"no";0;1;"https://research-software-directory.org/image/rpc/get_image?uid=6ed21f418d816b2c57d84f3bf97be965923f33ee"
"national-council-for-scientific-and-technological-development";"National Council for Scientific and Technological Development";"http://www.cnpq.br/";"Brazil";"Brasília";"https://ror.org/03swz6y49";-15.77972;-47.92972;"Government";"no";1;0;"https://research-software-directory.org/image/rpc/get_image?uid=536abd41abdc1695888d2a45fd8bed62dfb19572"
"electric-power-research-institute";"Electric Power Research Institute";"http://www.epri.com/Pages/Default.aspx";"United States";"Palo Alto";"https://ror.org/02dqztz06";37.397026;-122.143741;"Nonprofit";"no";0;1;"https://research-software-directory.org/image/rpc/get_image?uid=b803c47848f6a205257a54726c75795849588474"
"data-archiving-and-networked-services-dans";"Data Archiving and Networked Services (DANS)";"http://www.dans.knaw.nl";"Netherlands";"The Hague";"https://ror.org/008pnp284";52.080818;4.345575;"Facility";"no";0;2;"https://research-software-directory.org/image/rpc/get_image?uid=553a6ab9059c2fa9b718e628609d95d41dd6759d"
