"slug";"name";"website";"country";"city";"ror";"lat";"lon";"type";"is_tenant";"software_count";"project_count";"logo"
"ecmwf";"ECMWF";"https://www.ecmwf.int/";"United Kingdom";"Reading";"https://ror.org/014w0fd65";51.45625;-0.97113;"Other";"no";1;2;"https://research-software-directory.org/image/rpc/get_image?uid=b1a810d8f1c61ff146b3ff661b73910ad277602f"
"universitat-hamburg";"Universität Hamburg";"http://www.uni-hamburg.de/";"Germany";"Hamburg";"https://ror.org/00g30e956";53.55073;9.99302;"Education";"no";0;1;"https://research-software-directory.org/image/rpc/get_image?uid=2ed4843629caf3d14f183bbb407cc9d759c1c853"
"university-of-amsterdam";"University of Amsterdam";"http://www.uva.nl";"Netherlands";"Amsterdam";"https://ror.org/04dkp9463";52.37403;4.88969;"Education";"no";28;56;"https://research-software-directory.org/image/rpc/get_image?uid=69012f2cf4e8fa7007e2c4bc23ad2a0ffa309d18"
"pelagic-freezer-trawler-association";"Pelagic Freezer Trawler Association";"https://www.pelagicfish.eu/";"Netherlands";;;;;;"no";0;1;"https://research-software-directory.org/image/rpc/get_image?uid=ef48af359106e3c1cd4c95ea7677bf9928fb0491"
"university-of-erlangen-nuremberg";"University of Erlangen-Nuremberg";"https://www.fau.de/";"Germany";"Erlangen";"https://ror.org/00f7hpc57";49.59099;11.00783;"Education";"no";0;3;"https://research-software-directory.org/image/rpc/get_image?uid=6080929213abac47891561471fb1aac7ba891140"
"arctic-institute-of-north-america";"arctic institute of north america";"https://arctic.ucalgary.ca/";"Canada";;;;;;"no";1;0;"https://research-software-directory.org/image/rpc/get_image?uid=a2885f38413dfefd52bb4273cfcc1ff4445d7a19"
"comite-de-donnees-pour-la-science-et-la-technologie";"Comité de données pour la science et la technologie";"https://www.codata.org/";"France";;;;;;"no";0;1;"https://research-software-directory.org/image/rpc/get_image?uid=b83c7d76177763cbbeed82b72b6a2692377bb4f5"
"fields-of-view";"Fields of View";;"India";;;;;;"no";0;1;"https://research-software-directory.org/image/rpc/get_image?uid=543cf1fbcaa06e461c1bd6799eecb1f3359cb471"
"huygens-ing";"Huygens Instituut";"https://www.huygens.knaw.nl/";"Netherlands";"Amsterdam";"https://ror.org/04x6kq749";52.37403;4.88969;"Facility";"no";1;7;"https://research-software-directory.org/image/rpc/get_image?uid=ceeacb61e9b23783158939d28746fb162c9f1fac"
"boskalis-netherlands";"Boskalis (Netherlands)";"https://boskalis.com//";"Netherlands";"Papendrecht";"https://ror.org/01w4ggt72";51.824408;4.729285;"Company";"no";0;1;"https://research-software-directory.org/image/rpc/get_image?uid=e4e5b01e47f568517887f5a4b44445bd351b0b1f"
"netherlands-space-office";"Netherlands Space Office";"http://www.spaceoffice.nl/en/";"Netherlands";"The Hague";"https://ror.org/01vb6q136";52.081872;4.333238;"Government";"no";0;3;"https://research-software-directory.org/image/rpc/get_image?uid=fec95aed0a8c567f54cbdb3b682464a05ffe9cd8"
"dutch-research-council";"Dutch Research Council";"http://www.nwo.nl/";"Netherlands";"The Hague";"https://ror.org/04jsz6e67";52.07667;4.29861;"Government";"no";0;46;"https://research-software-directory.org/image/rpc/get_image?uid=996f966bb23638025e6c0d2a16d125e3bd915dd6"
"rukakeskus-oy";"Rukakeskus Oy";"https://www.ruka.fi/en/skiresort/rukakeskus";;;;;;;"no";0;1;"https://research-software-directory.org/image/rpc/get_image?uid=3502e70e7e130afe1f2c32f0fb8fcc31c31c91bd"
"university-of-waterloo";"University of Waterloo";"https://uwaterloo.ca/";"Canada";"Waterloo";"https://ror.org/01aff2v68";43.4668;-80.51639;"Education";"no";3;0;"https://research-software-directory.org/image/rpc/get_image?uid=438eb80ad6e00c2e5d807c8d8fa7c73023d7d9fc"
"maastricht-university-medical-center";"Maastricht University Medical Center+";;"Netherlands";"Maastricht";"https://ror.org/02d9ce178";50.84833;5.68889;"Healthcare";"no";1;3;"https://research-software-directory.org/image/rpc/get_image?uid=3df5491992510fed64e57de5b7f5addfb9c2f0d6"
"fraunhofer-institute-for-mechanics-of-materials";"Fraunhofer Institute for Mechanics of Materials";"https://www.iwm.fraunhofer.de/";"Germany";"Freiburg im Breisgau";"https://ror.org/04hm8eb66";47.9959;7.85222;"Facility";"no";2;0;"https://research-software-directory.org/image/rpc/get_image?uid=010db45047b29a135b0b6ef8e101a59f4db08bab"
"gemeente-utrecht";"Gemeente Utrecht";"https://www.utrecht.nl/";"Netherlands";;;;;;"no";0;1;"https://research-software-directory.org/image/rpc/get_image?uid=7615bf65076e703b57aba46362ee939c1332495f"
"gladstone-institutes";"Gladstone Institutes";"http://gladstone.org/";"United States";"San Francisco";"https://ror.org/038321296";37.768074;-122.394455;"Nonprofit";"no";2;0;"https://research-software-directory.org/image/rpc/get_image?uid=e5855601bdaa8f9b6da50a826fec780cd1e4bf8c"
"vrije-universiteit-amsterdam-technology-centre";"Vrije Universiteit Amsterdam Technology Centre";"https://vu.nl/en/about-vu/research-institutes/technology-centre";;;;;;;"no";0;1;
"university-of-groningen";"University of Groningen";"http://www.rug.nl/";"Netherlands";"Groningen";"https://ror.org/012p63287";53.219443;6.562966;"Education";"yes";9;18;"https://research-software-directory.org/image/rpc/get_image?uid=e087e1d72c00003ddafe2a42527eeb4005e37711"
"nextmove-software";"NextMove Software";"https://www.nextmovesoftware.com/";;;;;;;"no";1;0;"https://research-software-directory.org/image/rpc/get_image?uid=5d65c20cc2a5ba7ca5defc206d910604eb6b864b"
"university-of-warsaw";"University of Warsaw";"http://en.uw.edu.pl/";"Poland";"Warsaw";"https://ror.org/039bjqg32";52.22977;21.01178;"Education";"no";0;1;"https://research-software-directory.org/image/rpc/get_image?uid=8a50bbc7938c8fdb84b8306174a3224c925f7c64"
"ministry-of-infrastructure-and-water-management";"Ministry of Infrastructure and Water Management";"https://www.government.nl/ministries/ministry-of-infrastructure-and-water-management";"Netherlands";"The Hague";"https://ror.org/056a6x975";52.07667;4.29861;"Government";"no";0;1;"https://research-software-directory.org/image/rpc/get_image?uid=359a1becf5338301a28c0f8b49c7e35c5dbd44fa"
"koninklijke-luchtmacht";"Koninklijke Luchtmacht";"https://www.defensie.nl/organisatie/luchtmacht";"Netherlands";;;;;;"no";0;1;"https://research-software-directory.org/image/rpc/get_image?uid=e8a63012bcc0add39902c684d5d68c8917a18ba1"
"clingendael-international-energy-programme";"Clingendael International Energy Programme";"https://www.clingendaelenergy.com/";;;;;;;"no";0;1;"https://research-software-directory.org/image/rpc/get_image?uid=f9c6943a48df7cbdb050c5fe27ca98181729e5f1"
"university-of-vienna";"University of Vienna";"https://www.univie.ac.at/en/";"Austria";"Vienna";"https://ror.org/03prydq77";48.20849;16.37208;"Education";"no";0;1;"https://research-software-directory.org/image/rpc/get_image?uid=0d5e30631b50cbe057dca871194b542c509dd337"
"centre-for-digital-humanities";"Centre for Digital Humanities";"https://cdh.uu.nl/";"Netherlands";;;;;;"no";0;0;"https://research-software-directory.org/image/rpc/get_image?uid=60d9d72f51e71e5962d43427ea9914357cd404f0"
"iter";"ITER";"http://www.iter.org/";"France";"Vinon-sur-Verdon";"https://ror.org/01d7n9638";43.72484;5.81168;"Other";"no";1;1;"https://research-software-directory.org/image/rpc/get_image?uid=9086200d6f9f0e525370efd0d9fb6a2335893a26"
"dutch-techcenter-for-life-sciences";"Dutch Techcenter for Life Sciences";"http://www.dtls.nl";"Netherlands";"Utrecht";"https://ror.org/055d8gs64";52.089736;5.114174;"Nonprofit";"no";1;2;"https://research-software-directory.org/image/rpc/get_image?uid=1ea209d1a288da4e5b972fcea856b53a6597dce7"
"digital-research-alliance-of-canada";"Digital Research Alliance of Canada";"https://alliancecan.ca";"Canada";"Ottawa";"https://ror.org/010r6td27";45.41117;-75.69812;"Nonprofit";"yes";63;0;"https://research-software-directory.org/image/rpc/get_image?uid=e26098c04ea1d0c7fc7ca9e75c4454bcf0834a87"
"royal-netherlands-academy-of-arts-and-sciences";"Royal Netherlands Academy of Arts and Sciences";;"Netherlands";"Amsterdam";"https://ror.org/043c0p156";52.37403;4.88969;"Government";"no";0;2;"https://research-software-directory.org/image/rpc/get_image?uid=bd43a9e4708f4cc533198140776a157050f70f3c"
"livingpastnu";"Livingpast.nu";"https://www.livingpast.nu/";;;;;;;"no";0;0;
"blue-action";"Blue Action";;"International";;;;;;"no";0;1;"https://research-software-directory.org/image/rpc/get_image?uid=b29b647bc5abe7c63d5951181420adfcb83a78bb"
"indoc-research";"Indoc Research";"http://www.indocresearch.org/";"Canada";"Toronto";"https://ror.org/03maf3k43";43.651873;-79.370524;"Nonprofit";"no";1;0;"https://research-software-directory.org/image/rpc/get_image?uid=42a33eef7e713d8e7dbda93fb963b80a0b6c60c2"
"university-of-exeter";"University of Exeter";;"United Kingdom";"Exeter";"https://ror.org/03yghzc09";50.7236;-3.52751;"Education";"no";0;1;"https://research-software-directory.org/image/rpc/get_image?uid=ff0e76578ff521daa5ad4a03bb024eb4eb452df0"
"openaire-non-profit-civil-partnership";"OpenAIRE Non-Profit Civil Partnership";"https://www.openaire.eu";"Greece";"Marousi";"https://ror.org/019kf3481";38.05;23.8;"Nonprofit";"no";0;1;"https://research-software-directory.org/image/rpc/get_image?uid=7dc1a237730927360d41f281366e976872f49334"
"university-of-twente";"University of Twente";"https://www.utwente.nl/";"Netherlands";"Enschede";"https://ror.org/006hf6230";52.21833;6.89583;"Education";"yes";23;26;"https://research-software-directory.org/image/rpc/get_image?uid=00e41f5ba3ae1733d591d4269c0fe64e756d655f"
"athena-research-and-innovation-center-in-information-communication-knowledge-technologies";"Athena Research and Innovation Center In Information Communication & Knowledge Technologies";"https://www.athenarc.gr/en/home";"Greece";"Marousi";"https://ror.org/0576by029";38.05;23.8;"Facility";"no";0;1;"https://research-software-directory.org/image/rpc/get_image?uid=86285d39884496d0cdde88c640a619bf224c8674"
"lufthansa-systems";"Lufthansa Systems";;"Germany";;;;;;"no";0;1;"https://research-software-directory.org/image/rpc/get_image?uid=9861243043d57668c120700627b495021bdd2bf9"
"4dr-lab";"4DR Lab";"https://4dresearchlab.nl/";"Netherlands";;;;;;"no";0;1;"https://research-software-directory.org/image/rpc/get_image?uid=36ad85d1943880ff908c31e1148a6825b4ade649"
"queens-university";"Queen's University";"http://www.queensu.ca/";"Canada";"Kingston";"https://ror.org/02y72wh86";44.22976;-76.48098;"Education";"no";5;0;"https://research-software-directory.org/image/rpc/get_image?uid=caa21878f094b321192c5bb0404d03f93b940409"
"gerda-henkel-foundation";"Gerda Henkel Foundation";"https://www.gerda-henkel-stiftung.de/";"Germany";"Düsseldorf";"https://ror.org/0584kkb18";51.230678;6.788875;"Nonprofit";"no";0;0;
"ec-earth";"EC-Earth";"https://github.com/EC-Earth";"International";;;;;;"no";2;1;"https://research-software-directory.org/image/rpc/get_image?uid=de1ea2d8aad5e8435ce965d5118d09e19895fbda"
"utrecht-university";"Utrecht University";"http://www.uu.nl";"The Netherlands";"Utrecht";"https://ror.org/04pp8hn57";52.09083;5.12222;"Education";"yes";47;35;"https://research-software-directory.org/image/rpc/get_image?uid=1fe589fc952e7db87eaea5d7228000b3d5b22cab"
"barcelona-supercomputing-center";"Barcelona Supercomputing Center";"https://www.bsc.es/";"Spain";"Barcelona";"https://ror.org/05sd8tv96";41.38879;2.15899;"Facility";"no";3;5;"https://research-software-directory.org/image/rpc/get_image?uid=7fdb4c3f31741eef08ba87003755e3b2c8568d10"
"lunet-aan-de-snel-foundation";"Lunet aan de Snel Foundation";"https://www.lunetaandesnel.nl/";;;;;;;"no";0;1;"https://research-software-directory.org/image/rpc/get_image?uid=ac3607919e2355524abd6de9b0a6250b60f500e3"
"tilburg-university";"Tilburg University";;"Netherlands";"Tilburg";"https://ror.org/04b8v1s79";51.55551;5.0913;"Education";"no";1;6;"https://research-software-directory.org/image/rpc/get_image?uid=864fa8b71403f6e9d051051f563d60c8a2717fe1"
"qualcomm-united-states";"Qualcomm (United States)";"https://www.qualcomm.com/";"United States";"San Diego";"https://ror.org/002zrf773";32.895167;-117.195722;"Company";"no";0;1;"https://research-software-directory.org/image/rpc/get_image?uid=16588440c9215acbe44c27b55f8b8350237dc50c"
"netherlands-metabolomics-institute";"Netherlands Metabolomics Institute";"https://www.metabolomicscentre.nl/";"Netherlands";"Utrecht";"https://ror.org/00zh5wn98";52.089578;5.114142;"Facility";"no";1;1;"https://research-software-directory.org/image/rpc/get_image?uid=d86ffecb12efbb5f8cb616e23f9d1172202236bc"
"museum-van-bommel-van-dam";"Museum van Bommel van Dam";"https://www.vanbommelvandam.nl/";"Netherlands";;;;;;"no";0;1;"https://research-software-directory.org/image/rpc/get_image?uid=5a06cd9466182f53343da85a217b0c4cd4c8b93c"
"imbb-forth";"IMBB-FORTH";"https://www.imbb.forth.gr/en/";"Greece";"Heraklion";"https://ror.org/01gzszr18";35.3175499;25.0675351;"Facility";"no";0;1;"https://research-software-directory.org/image/rpc/get_image?uid=a03337bf5ccfe8df847bd28549c3e64a182a65ab"
"university-health-network";"University Health Network";"http://www.uhn.ca/";"Canada";"Toronto";"https://ror.org/042xt5161";43.70011;-79.4163;"Healthcare";"no";1;0;"https://research-software-directory.org/image/rpc/get_image?uid=51213e035184eb28975af1408eb85e6bcd5f8964"
"cwi";"CWI";"http://www.cwi.nl/";"Netherlands";"Amsterdam";"https://ror.org/00x7ekv49";52.37403;4.88969;"Facility";"no";9;16;"https://research-software-directory.org/image/rpc/get_image?uid=ef4e50b92e983007fafef22a73b2d67974cd6123"
"university-of-udine";"University of Udine";"http://www.uniud.it/en/uniud-international?set_language=en";"Italy";"Udine";"https://ror.org/05ht0mh31";46.0693;13.23715;"Education";"no";0;1;"https://research-software-directory.org/image/rpc/get_image?uid=016cbaf918fec714427c8f4ae29793e19ad6cdc8"
"iknl";"IKNL";"https://iknl.nl/";"Netherlands";"Eindhoven";"https://ror.org/03g5hcd33";51.44083;5.47778;"Healthcare";"no";1;0;"https://research-software-directory.org/image/rpc/get_image?uid=0d467383023e5447bd1b07d631c2ddfd0fe8e790"
"bejo";"Bejo";"https://www.bejo.com/";"Netherlands";"Schagen";"https://ror.org/046v1a544";52.726732;4.733806;"Company";"no";0;1;"https://research-software-directory.org/image/rpc/get_image?uid=e1e946b861a706ac24d4161b72ef9a73dbf4386f"
"koninklijk-nederlands-meteorologisch-instituut";"Koninklijk Nederlands Meteorologisch Instituut";"http://www.knmi.nl/";"Netherlands";"De Bilt";"https://ror.org/05dfgh554";52.11;5.18056;"Government";"no";5;10;"https://research-software-directory.org/image/rpc/get_image?uid=2083e455b843c18844cc072a3b8968566705cfd5"
"university-of-sussex";"University of Sussex";"http://www.sussex.ac.uk/";"United Kingdom";"Brighton";"https://ror.org/00ayhx656";50.82838;-0.13947;"Education";"no";1;0;"https://research-software-directory.org/image/rpc/get_image?uid=c1f3ee0383353ed02010e2e0c1c4971fc281276a"
"woods-hole-oceanographic-institution";"Woods Hole Oceanographic Institution";"http://www.whoi.edu/";"United States";"Falmouth";"https://ror.org/03zbnzt98";41.5515;-70.61475;"Nonprofit";"no";0;1;"https://research-software-directory.org/image/rpc/get_image?uid=a1e5bb4533dc8d712a2902dfd9da3b25f0d7fdfa"
"unilever";"Unilever";;"Netherlands";"Rotterdam";"https://ror.org/02436cs38";51.914481;4.503732;"Company";"no";0;1;"https://research-software-directory.org/image/rpc/get_image?uid=64a578dfce2c2f8293106b4fc9b8bde625243b7d"
"office-of-science";"Office of Science";"https://www.energy.gov/science/office-science";"United States";"Washington";"https://ror.org/00mmn6b08";38.89511;-77.03637;"Government";"no";0;1;
"openda";"OpenDA";"http://www.openda.org/";"International";;;;;;"no";1;0;"https://research-software-directory.org/image/rpc/get_image?uid=fb2e72a490c2fb8ad37e87b46dcb04c8dfc9ff1d"
"the-hospital-for-sick-children";"The Hospital for Sick Children";"https://www.sickkids.ca/";"Canada";;;;;;"no";2;0;"https://research-software-directory.org/image/rpc/get_image?uid=0d107268ebf9eee1ef65bc0535b23211404d5da1"
"heerema-engineering-solutions";"Heerema Engineering Solutions";"https://www.heerema.com/heerema-engineering-solutions";;;;;;;"no";0;1;"https://research-software-directory.org/image/rpc/get_image?uid=435c57fa43d245afaf94d6d9c0937db465ee8b95"
"australian-earth-system-simulator";"Australian Earth-System Simulator";"https://www.access-nri.org.au";"Australia";"Canberra";"https://ror.org/03qhv9c02";-35.28346;149.12807;"Facility";"no";2;0;"https://research-software-directory.org/image/rpc/get_image?uid=61b8d4b1f8e70367282be662da9e8cd49bc330d9"
"astron";"ASTRON";"http://www.astron.nl/";"Netherlands";"Dwingeloo";"https://ror.org/000k1q888";52.83417;6.36944;"Other";"no";12;13;"https://research-software-directory.org/image/rpc/get_image?uid=7dca52c44d669af909803b96f1ef4cab935c342d"
"european-organization-for-nuclear-research";"European Organization for Nuclear Research";"http://home.web.cern.ch/";"Switzerland";"Geneva";"https://ror.org/01ggx4157";46.20222;6.14569;"Facility";"no";0;1;"https://research-software-directory.org/image/rpc/get_image?uid=e548991d0f7bd8fbfabaf35fdd4f02e81ea289c9"
"international-institute-for-applied-systems-analysis";"International Institute for Applied Systems Analysis";"http://www.iiasa.ac.at/";"Austria";"Laxenburg";"https://ror.org/02wfhk785";48.06833;16.35607;"Nonprofit";"no";0;2;"https://research-software-directory.org/image/rpc/get_image?uid=277f29598081cbd02765ea87381bc5f0132f4526"
"university-of-ulster";"University of Ulster";"http://www.ulster.ac.uk/";"United Kingdom";"Coleraine";"https://ror.org/01yp9g959";55.13333;-6.66667;"Education";"no";1;1;"https://research-software-directory.org/image/rpc/get_image?uid=9b39ad7ec175d4dc27fa7f6b8f4fbec5b32dbb70"
"universidad-politecnica-de-madrid";"Universidad Politécnica de Madrid";"http://www.upm.es";"Spain";"Madrid";"https://ror.org/03n6nwv02";40.4165;-3.70256;"Education";"no";0;1;"https://research-software-directory.org/image/rpc/get_image?uid=80a2a867d885bb740670fe30c863bf704fc20eac"
"helmholtz-centre-for-environmental-research";"Helmholtz Centre for Environmental Research";"http://www.ufz.de/index.php?de=11385";"Germany";"Leipzig";"https://ror.org/000h6jb29";51.33962;12.37129;"Facility";"no";1;0;"https://research-software-directory.org/image/rpc/get_image?uid=0df5dadc95b131cc95cf94c28fec5fa8ab5b1418"
"university-of-alberta";"University of Alberta";"http://ualberta.ca/";"Canada";"Edmonton";"https://ror.org/0160cpw27";53.55014;-113.46871;"Education";"no";1;0;"https://research-software-directory.org/image/rpc/get_image?uid=2a0ea36a7407ba80c57db7297ba88a3f10f646d4"
"max-planck-institute-of-animal-behavior";"Max Planck Institute of Animal Behavior";"https://www.mpg.de/987894/verhaltensbiologie";"Germany";"Radolfzell";"https://ror.org/026stee22";47.768104;8.996387;"Facility";"no";0;1;"https://research-software-directory.org/image/rpc/get_image?uid=fd9831f0a4f0f7dfcd443ed67cb14b3f34bbb85a"
"nhtv-breda-university-of-applied-sciences";"NHTV Breda University of Applied Sciences";"https://www.nhtv.nl/ENG.html";"Netherlands";"Breda";"https://ror.org/04mfj5474";51.58656;4.77596;"Education";"no";0;2;"https://research-software-directory.org/image/rpc/get_image?uid=e232a0fb3043c08b3375af9abbc70bf9b304a0ed"
"university-of-glasgow";"University of Glasgow";"http://www.dcs.gla.ac.uk";"United Kingdom";"Glasgow";"https://ror.org/00vtgdb53";55.86515;-4.25763;"Education";"no";2;0;"https://research-software-directory.org/image/rpc/get_image?uid=6d70d4e9ec79dd2a5def2350931fc141472cf4a8"
"bluewater-energy-services";"Bluewater Energy Services";"https://www.bluewater.com/";;;;;;;"no";0;1;"https://research-software-directory.org/image/rpc/get_image?uid=ebc902c989abeffe04b7474ea39a540c5cd9f639"
"university-of-ottawa";"University of Ottawa";"http://www.uottawa.ca/en";"Canada";"Ottawa";"https://ror.org/03c4mmv16";45.41117;-75.69812;"Education";"no";1;0;"https://research-software-directory.org/image/rpc/get_image?uid=de23ba09ca236540f3bb855887efa8e3deaa3904"
"kadaster";"Kadaster";"https://www.kadaster.nl/about-us";"Netherlands";;;;;;"no";0;0;
"activinsights-ltd";"Activinsights Ltd";"https://www.activinsights.com";"United Kingdom";;;;;;"no";1;0;"https://research-software-directory.org/image/rpc/get_image?uid=418bcca0ecc437d6de60d91dee45631f0b7e14ad"
"holland-home-of-wind-energy";"Holland Home of Wind Energy";"https://www.hhwe.eu/";;;;;;;"no";0;1;"https://research-software-directory.org/image/rpc/get_image?uid=35a34636521f476898f3e8fd9bf80f1a6dcee494"
"ersilia-open-source-initiative";"Ersilia Open Source Initiative";"https://www.ersilia.io";"Spain";"Barcelona";"https://ror.org/019wm1d19";41.38879;2.15899;"Nonprofit";"no";1;0;"https://research-software-directory.org/image/rpc/get_image?uid=3fc6b8ee4a0181e0a85f014ff8d902697167a371"
"university-of-toronto";"University of Toronto";"http://www.utoronto.ca/";"Canada";"Toronto";"https://ror.org/03dbr7087";43.70643;-79.39864;"Education";"no";2;0;"https://research-software-directory.org/image/rpc/get_image?uid=cc599071aa9b1b9ba40516fb2e97519d09806194"
"good-food-institute";"Good Food Institute";"https://gfi.org";;;;;;;"no";0;1;"https://research-software-directory.org/image/rpc/get_image?uid=d77c83c57a75cd9de6d91ac30b8beae20a3498b4"
"biocellion";"Biocellion";"https://biocellion.com/";"United States";;;;;;"no";0;1;"https://research-software-directory.org/image/rpc/get_image?uid=f83e3f444df84a44ce77e31b19b540b09c94c1e2"
"vu-university-amsterdam";"Vrije Universiteit Amsterdam";"http://www.vu.nl/";"Netherlands";"Amsterdam";"https://ror.org/008xxew50";52.37403;4.88969;"Education";"no";35;41;"https://research-software-directory.org/image/rpc/get_image?uid=c329516686a757562d05e184db7cfa89b77b3ab6"
"monetdb";"monetdb";;"Netherlands";;;;;;"no";0;0;"https://research-software-directory.org/image/rpc/get_image?uid=caaf937e1bf3a6b1d848049e6a00eba7b375ad6d"
"centre-europeen-de-recherche-et-de-formation-avancee-en-calcul-scientifique";"Centre Européen de Recherche et de Formation Avancée en Calcul Scientifique";"http://www.cerfacs.fr/";"France";"Toulouse";"https://ror.org/02dzbc556";43.60426;1.44367;"Facility";"no";0;1;"https://research-software-directory.org/image/rpc/get_image?uid=121fc34101506269061f94fa102be42496720f71"
"vortech";"VORtech";"https://www.vortech.nl/en/";"Netherlands";"Delft";"https://ror.org/00fxhtz28";52.002884;4.353465;"Company";"no";1;0;"https://research-software-directory.org/image/rpc/get_image?uid=140d2fde3c05fcb46ecb5ddf65cf2beb90750d62"
"european-commission";"European Commission";"http://ec.europa.eu/index_en.htm";"Belgium";"Brussels";"https://ror.org/00k4n6c32";50.85045;4.34878;"Government";"no";0;1;
"norwegian-research-centre";"Norwegian Research Centre";"https://www.norceresearch.no/en/";"Norway";"Bergen";"https://ror.org/02gagpf75";60.39299;5.32415;"Facility";"no";0;2;"https://research-software-directory.org/image/rpc/get_image?uid=ce5ceb42cc8f3d7d416f4215db63480eb3bf1d33"
"centre-for-research-and-technology-hellas";"Centre for Research and Technology Hellas";"http://www.certh.gr/root.en.aspx";"Greece";"Thessaloniki";"https://ror.org/03bndpq63";40.64361;22.93086;"Facility";"no";0;1;"https://research-software-directory.org/image/rpc/get_image?uid=d042a1bc851a9de6448919ffcdd246d68b861be8"
"ustav-informatiky";"Ustav Informatiky";;"Slovakia";"Bratislava";"https://ror.org/04jgqpc26";48.153998;17.071929;"Facility";"no";0;1;"https://research-software-directory.org/image/rpc/get_image?uid=a5af93f1e1212848fe476da569b1327fab082b7a"
"ocean-thematic-centre";"Ocean Thematic Centre";"https://www.icos-otc.org/";;;;;;;"no";0;0;
"university-of-prince-edward-island";"University of Prince Edward Island";"http://home.upei.ca/";"Canada";"Charlottetown";"https://ror.org/02xh9x144";46.257178;-63.139213;"Education";"no";1;0;"https://research-software-directory.org/image/rpc/get_image?uid=d6ca4bbb52cf53e16513181b1a7941e229d84c2f"
"politecnico-milano";"Politecnico Milano";;"Italy";"Milan";"https://ror.org/01nffqt88";45.46427;9.18951;"Education";"no";0;1;"https://research-software-directory.org/image/rpc/get_image?uid=1bd69017a774e23689e09e960c8a7640cc457b4b"
"fortum-finland";"Fortum (Finland)";"https://www.fortum.com";"Finland";"Espoo";"https://ror.org/03nx8tr59";60.164626;24.736285;"Company";"no";0;1;"https://research-software-directory.org/image/rpc/get_image?uid=f6e8cfe6c4e29fe1554e74afcb02fa39e2f36c0e"
"swedish-meteorological-and-hydrological-institute";"Swedish Meteorological and Hydrological Institute";"https://www.smhi.se/en";"Sweden";"Norrköping";"https://ror.org/00hgzve81";58.59419;16.1826;"Government";"no";3;3;"https://research-software-directory.org/image/rpc/get_image?uid=94e4da0ea74fec715ef60b40a55930147bcd0a5d"
"charles-university";"Charles University";"http://www.cuni.cz/UKENG-1.html";"Czechia";"Prague";"https://ror.org/024d6js02";50.08804;14.42076;"Education";"no";0;2;"https://research-software-directory.org/image/rpc/get_image?uid=2f480197c1bca76077364ae5196fe5f6eb7a272d"
"linkoping-university";"Linköping University";"https://liu.se/";"Sweden";"Linköping";"https://ror.org/05ynxx418";58.41086;15.62157;"Education";"no";0;1;"https://research-software-directory.org/image/rpc/get_image?uid=0d92469486513ca2a646e1cc3784779105bd1211"
"pdissh";"PDISSH";"https://pdi-ssh.nl/en/front-page/";"Netherlands";;;;;;"no";0;1;"https://research-software-directory.org/image/rpc/get_image?uid=27a62425c0d284b0da308318aa86eb75acebdfd5"
"fom";"FOM";;"Netherlands";;;;;;"no";0;1;"https://research-software-directory.org/image/rpc/get_image?uid=46ce25c44e4dbdef00e10c1a5289248795e76f9f"
"rotterdam-university-of-applied-sciences";"Rotterdam University of Applied Sciences";"http://www.rotterdamuas.com/";"Netherlands";"Rotterdam";"https://ror.org/0481e1q24";51.910159;4.46254;"Education";"no";0;1;"https://research-software-directory.org/image/rpc/get_image?uid=fa617ff1ef88f5f944a2bd30424b4d87717071b6"
"cnr-isac";"CNR-ISAC";"https://www.isac.cnr.it";"Italy";"Bologna";"https://ror.org/00n8ttd98";44.52224;11.338353;"Facility";"no";1;0;"https://research-software-directory.org/image/rpc/get_image?uid=bcfb23651bd0158aa868ec3800c9d677a74d4062"
"concordia-university";"Concordia University";"https://www.concordia.ca/";"Canada";"Montreal";"https://ror.org/0420zvk78";45.50884;-73.58781;"Education";"no";1;0;"https://research-software-directory.org/image/rpc/get_image?uid=cfbc3c6b0b2d39d0331aa1b78f12512fd7fe125e"
"centerdata";"Centerdata";"https://www.centerdata.nl/";"Netherlands";;;;;;"no";0;1;"https://research-software-directory.org/image/rpc/get_image?uid=2768d7a276bae3bad47d40258febef7c57cb83de"
"fugro";"Fugro";"http://www.fugro.nl/";"Netherlands";"Voorburg";"https://ror.org/054hq4w78";52.07417;4.35972;"Company";"no";2;2;"https://research-software-directory.org/image/rpc/get_image?uid=66ec42c403836d3dd44f2cb3abc39210b50e886a"
"istituto-italiano-di-tecnologia";"Istituto Italiano di Tecnologia";"https://www.iit.it/";"Italy";"Genoa";"https://ror.org/042t93s57";44.40478;8.94439;"Facility";"no";0;0;
"inter-psy";"Inter-Psy";"https://inter-psy.nl/";"Netherlands";"Groningen";"https://ror.org/03yew7168";53.207542;6.580879;"Healthcare";"no";0;1;"https://research-software-directory.org/image/rpc/get_image?uid=edd13df07183cb1b65138e260c3b70191ace59d9"
"lexisnexis";"LexisNexis";"https://www.lexisnexis.nl/";;;;;;;"no";0;1;"https://research-software-directory.org/image/rpc/get_image?uid=9d9a3d2acb6e470494be62843333d804f82ffc99"
"4tu";"4TU";"https://www.4tu.nl";"Netherlands";"Delft";"https://ror.org/03rsncr94";52.00667;4.35556;"Education";"no";0;1;"https://research-software-directory.org/image/rpc/get_image?uid=6152d3b815a994f5db839bb481b43e882138f86d"
